Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-06-15 21:29:56","29.2 ℃","73 %","74.5 °","1.4 m/s","1004.7 hPa","0 mm","100 %",
"2024-06-15 21:44:56","29.2 ℃","72.5 %","63.5 °","1.8 m/s","1004.9 hPa","0 mm","100 %",
"2024-06-15 21:59:58","29.2 ℃","72.5 %","72.9 °","1.9 m/s","1005.2 hPa","0 mm","100 %",
"2024-06-15 22:14:56","29.3 ℃","72.5 %","64.5 °","1 m/s","1005.5 hPa","0 mm","100 %",
"2024-06-15 22:29:56","29.2 ℃","73 %","68 °","1.5 m/s","1005.7 hPa","0 mm","100 %",
"2024-06-15 22:44:56","29.3 ℃","73 %","103.8 °","1.5 m/s","1005.8 hPa","0 mm","99 %",
"2024-06-15 22:59:56","29.2 ℃","73.5 %","94.9 °","1.5 m/s","1005.9 hPa","0 mm","99 %",
"2024-06-15 23:14:56","29.2 ℃","73.5 %","150.2 °","0.6 m/s","1005.8 hPa","0 mm","99 %",
"2024-06-15 23:29:56","29.3 ℃","73 %","113.9 °","2 m/s","1005.9 hPa","0 mm","99 %",
"2024-06-15 23:44:56","29.1 ℃","73.5 %","77.3 °","1.4 m/s","1006.1 hPa","0 mm","99 %",
"2024-06-15 23:59:56","29 ℃","74 %","10.2 °","0.4 m/s","1006 hPa","0 mm","98 %",
"2024-06-16 00:14:56","28.8 ℃","74.5 %","147.3 °","0.3 m/s","1005.8 hPa","0 mm","98 %",
"2024-06-16 00:29:56","28.7 ℃","75 %","177.4 °","0.3 m/s","1005.7 hPa","0 mm","98 %",
"2024-06-16 00:44:56","28.5 ℃","75 %","114.3 °","0.4 m/s","1005.4 hPa","0 mm","98 %",
"2024-06-16 00:59:56","28.6 ℃","74.5 %","90.7 °","0.5 m/s","1005.4 hPa","0 mm","97 %",
"2024-06-16 01:14:56","28.5 ℃","74 %","127.8 °","1.1 m/s","1005.1 hPa","0 mm","97 %",
"2024-06-16 01:29:56","28.2 ℃","77 %","115.9 °","0.9 m/s","1004.9 hPa","0 mm","97 %",
"2024-06-16 01:44:56","27.9 ℃","77.5 %","86.7 °","0.5 m/s","1004.7 hPa","0 mm","97 %",
"2024-06-16 02:00:07","28 ℃","77 %","74.2 °","0.5 m/s","1004.6 hPa","0 mm","97 %",
"2024-06-16 02:01:51","28 ℃","77 %","74.2 °","0.5 m/s","1004.6 hPa","0 mm","97 %",
"2024-06-16 02:14:56","28.1 ℃","76.5 %","90.6 °","0.6 m/s","1004.6 hPa","0 mm","95 %",
"2024-06-16 02:29:56","28.4 ℃","75.5 %","86.5 °","0.6 m/s","1004.5 hPa","0 mm","95 %",
"2024-06-16 02:44:56","28.4 ℃","75.5 %","300.7 °","0.9 m/s","1004.4 hPa","0 mm","95 %",
"2024-06-16 02:59:56","28.1 ℃","76 %","302.6 °","0.2 m/s","1004.2 hPa","0 mm","95 %",
"2024-06-16 03:14:56","27.5 ℃","79 %","267.9 °","0.2 m/s","1003.9 hPa","0 mm","95 %",
"2024-06-16 03:29:56","27.4 ℃","80 %","348.9 °","0.7 m/s","1003.9 hPa","0 mm","93 %",
"2024-06-16 03:44:56","27.3 ℃","80 %","343.9 °","0.4 m/s","1003.7 hPa","0 mm","93 %",
"2024-06-16 03:59:56","27.4 ℃","79.5 %","312.9 °","0.3 m/s","1003.6 hPa","0 mm","93 %",
"2024-06-16 04:14:56","27.4 ℃","79.5 %","306.5 °","0.9 m/s","1003.5 hPa","0 mm","93 %",
"2024-06-16 04:29:56","27.4 ℃","79 %","343.3 °","0.8 m/s","1003.5 hPa","0 mm","92 %",
"2024-06-16 04:44:56","27.3 ℃","79.5 %","334.4 °","0.3 m/s","1003.6 hPa","0 mm","92 %",
"2024-06-16 04:59:56","27.2 ℃","79.5 %","349.3 °","1.2 m/s","1003.6 hPa","0 mm","92 %",
"2024-06-16 05:14:56","27.2 ℃","79 %","297.5 °","0.4 m/s","1003.7 hPa","0 mm","92 %",
"2024-06-16 05:29:56","26.7 ℃","80.5 %","14.6 °","1.1 m/s","1003.5 hPa","0 mm","92 %",
"2024-06-16 05:44:56","26.8 ℃","80.5 %","330.4 °","1.1 m/s","1003.7 hPa","0 mm","90 %",
"2024-06-16 05:59:56","26.9 ℃","81 %","339.5 °","1.3 m/s","1003.8 hPa","0 mm","90 %",
"2024-06-16 06:14:56","27.3 ℃","80 %","350.1 °","0.9 m/s","1003.9 hPa","0 mm","90 %",
"2024-06-16 06:29:56","27.8 ℃","78 %","345.5 °","0.6 m/s","1004.1 hPa","0 mm","90 %",
"2024-06-16 06:44:56","28.5 ℃","75.5 %","34.7 °","0.9 m/s","1004.1 hPa","0 mm","90 %",
"2024-06-16 06:59:56","29.1 ℃","73.5 %","355.1 °","1.7 m/s","1004.1 hPa","0 mm","90 %",
"2024-06-16 07:14:56","29.7 ℃","71.5 %","321.4 °","0.9 m/s","1004.3 hPa","0 mm","90 %",
"2024-06-16 07:29:56","30.3 ℃","69 %","310.7 °","0.9 m/s","1004.6 hPa","0 mm","90 %",
"2024-06-16 07:44:56","30.7 ℃","68 %","351.7 °","0.3 m/s","1004.7 hPa","0 mm","90 %",
"2024-06-16 07:59:56","31.3 ℃","65 %","288 °","0.6 m/s","1004.8 hPa","0 mm","91 %",
"2024-06-16 08:14:56","31.2 ℃","64 %","14.4 °","0.6 m/s","1004.9 hPa","0 mm","91 %",
"2024-06-16 08:29:56","32.4 ℃","61 %","348.6 °","0.4 m/s","1005.1 hPa","0 mm","91 %",
"2024-06-16 08:44:56","33.6 ℃","56.5 %","251.8 °","1.3 m/s","1005.1 hPa","0 mm","91 %",
"2024-06-16 08:59:56","32.4 ℃","58 %","74.1 °","0.7 m/s","1004.9 hPa","0 mm","91 %",
"2024-06-16 09:14:56","32.4 ℃","57.5 %","60.7 °","0.6 m/s","1004.8 hPa","0 mm","96 %",
"2024-06-16 09:29:56","33.4 ℃","52 %","93.2 °","1.2 m/s","1004.7 hPa","0 mm","96 %",
"2024-06-16 09:44:58","34.4 ℃","48.5 %","128 °","1.8 m/s","1004.7 hPa","0 mm","96 %",
"2024-06-16 09:59:56","34.9 ℃","50 %","99.4 °","0.7 m/s","1004.7 hPa","0 mm","96 %",
"2024-06-16 10:14:56","34.8 ℃","50 %","337.5 °","1.4 m/s","1004.6 hPa","0 mm","100 %",
"2024-06-16 10:29:56","35.8 ℃","47 %","30.7 °","1.5 m/s","1004.5 hPa","0 mm","100 %",
"2024-06-16 10:44:56","36.3 ℃","46 %","85.8 °","2.2 m/s","1004.4 hPa","0 mm","100 %",
"2024-06-16 10:59:56","36.3 ℃","45.5 %","265.6 °","0.5 m/s","1004.1 hPa","0 mm","100 %",
"2024-06-16 11:14:56","36.7 ℃","44.5 %","38.6 °","0.6 m/s","1003.8 hPa","0 mm","100 %",
"2024-06-16 11:29:56","37.2 ℃","43 %","109.1 °","1.2 m/s","1003.8 hPa","0 mm","100 %",
"2024-06-16 11:44:56","36.8 ℃","42.5 %","62.8 °","1.3 m/s","1003.5 hPa","0 mm","100 %",
"2024-06-16 11:59:56","37.1 ℃","41.5 %","352.3 °","0.8 m/s","1003.2 hPa","0 mm","100 %",
"2024-06-16 12:14:56","37.6 ℃","39.5 %","355.7 °","0.7 m/s","1003 hPa","0 mm","100 %",
"2024-06-16 12:29:56","37.1 ℃","38.5 %","164.7 °","1.7 m/s","1002.8 hPa","0 mm","100 %",
"2024-06-16 12:44:56","36.6 ℃","40.5 %","315 °","1.9 m/s","1002.3 hPa","0.01 mm","100 %",
"2024-06-16 12:59:56","38 ℃","37.5 %","111.6 °","1.1 m/s","1002.2 hPa","0.01 mm","100 %",
"2024-06-16 13:14:56","38.3 ℃","36 %","64.7 °","1.6 m/s","1001.9 hPa","0.01 mm","100 %",
"2024-06-16 13:29:56","38.3 ℃","36 %","97.7 °","1 m/s","1001.5 hPa","0.01 mm","100 %",
"2024-06-16 13:44:56","39.1 ℃","33.5 %","62.5 °","1 m/s","1001.4 hPa","0.01 mm","100 %",
"2024-06-16 13:59:56","39.5 ℃","33 %","85.6 °","0.6 m/s","1001.2 hPa","0.01 mm","100 %",
"2024-06-16 14:14:56","39.4 ℃","34 %","347.2 °","0.9 m/s","1000.9 hPa","0.01 mm","100 %",
"2024-06-16 14:29:56","38.2 ℃","42 %","48.3 °","0.9 m/s","1000.7 hPa","0.01 mm","100 %",
"2024-06-16 14:44:56","37.6 ℃","44 %","67.8 °","4.1 m/s","1000.4 hPa","0.01 mm","100 %",
"2024-06-16 14:59:56","37.7 ℃","43.5 %","63.3 °","2.9 m/s","1000.2 hPa","0.01 mm","100 %",
"2024-06-16 15:14:56","38.1 ℃","42.5 %","77 °","2.2 m/s","1000.1 hPa","0.01 mm","100 %",
"2024-06-16 15:29:56","38 ℃","42.5 %","64.7 °","1.1 m/s","1000 hPa","0.01 mm","100 %",
"2024-06-16 15:44:56","37.4 ℃","43 %","81 °","4.2 m/s","999.9 hPa","0.01 mm","100 %",
"2024-06-16 15:59:56","37 ℃","44 %","97.2 °","1.5 m/s","999.6 hPa","0.01 mm","100 %",
"2024-06-16 16:14:56","37 ℃","43 %","74.1 °","3.1 m/s","999.5 hPa","0.01 mm","100 %",
"2024-06-16 16:29:56","36.9 ℃","43 %","66.9 °","1.6 m/s","999.4 hPa","0.01 mm","100 %",
"2024-06-16 16:44:56","36.7 ℃","41 %","73.9 °","4.6 m/s","999.3 hPa","0.01 mm","100 %",
"2024-06-16 16:59:56","36.1 ℃","43 %","72.7 °","4.1 m/s","999.2 hPa","0 mm","100 %",
"2024-06-16 17:14:56","35.5 ℃","45.5 %","85.2 °","3.2 m/s","999.3 hPa","0 mm","100 %",
"2024-06-16 17:29:56","34.7 ℃","49 %","72.3 °","2 m/s","999.2 hPa","0 mm","100 %",
"2024-06-16 17:44:56","34.2 ℃","49.5 %","55.8 °","3.2 m/s","999.1 hPa","0 mm","100 %",
"2024-06-16 17:59:56","34.1 ℃","49.5 %","67 °","6 m/s","999.3 hPa","0 mm","100 %",
"2024-06-16 18:14:56","33.3 ℃","54 %","69 °","3.6 m/s","999.6 hPa","0 mm","100 %",
"2024-06-16 18:29:56","32.6 ℃","55 %","86.7 °","3.1 m/s","999.5 hPa","0 mm","100 %",
"2024-06-16 18:44:56","32.1 ℃","59 %","64.5 °","4.6 m/s","999.9 hPa","0 mm","100 %",
"2024-06-16 18:59:56","31.5 ℃","62.5 %","76.1 °","3.3 m/s","1000.2 hPa","0 mm","100 %",
"2024-06-16 19:14:56","30.8 ℃","66.5 %","69.4 °","5.4 m/s","1000.6 hPa","0 mm","100 %",
"2024-06-16 19:29:56","30.4 ℃","68 %","48 °","3.9 m/s","1000.8 hPa","0 mm","100 %",
"2024-06-16 19:44:56","30.1 ℃","70 %","68.2 °","3.3 m/s","1000.9 hPa","0 mm","100 %",
"2024-06-16 19:59:56","29.8 ℃","71.5 %","71.9 °","4 m/s","1001.3 hPa","0 mm","100 %",
"2024-06-16 20:14:56","29.7 ℃","72.5 %","75.3 °","2 m/s","1001.7 hPa","0 mm","100 %",
"2024-06-16 20:29:56","29.5 ℃","73 %","70.5 °","3.1 m/s","1001.8 hPa","0 mm","100 %",
"2024-06-16 20:44:56","29.4 ℃","73 %","77.4 °","3.7 m/s","1002 hPa","0 mm","100 %",
"2024-06-16 20:59:56","29.3 ℃","73 %","71.4 °","1.3 m/s","1002.2 hPa","0 mm","100 %",
"2024-06-16 21:14:56","29.2 ℃","73.5 %","94.2 °","0.9 m/s","1002.5 hPa","0 mm","100 %",
"2024-06-16 21:29:56","29.1 ℃","74 %","54.5 °","1.7 m/s","1002.8 hPa","0 mm","100 %",
"2024-06-16 21:44:56","29.1 ℃","74.5 %","68.3 °","1.7 m/s","1002.9 hPa","0 mm","100 %",
"2024-06-16 21:59:56","29 ℃","75 %","67.1 °","1.6 m/s","1003.1 hPa","0 mm","100 %",
"2024-06-16 22:14:56","28.9 ℃","75.5 %","61.6 °","1.5 m/s","1003.1 hPa","0 mm","100 %",
"2024-06-16 22:29:56","28.8 ℃","76 %","51.6 °","1 m/s","1003.3 hPa","0 mm","100 %",
"2024-06-16 22:44:56","28.7 ℃","76.5 %","83.5 °","0.4 m/s","1003.4 hPa","0 mm","100 %",
"2024-06-16 22:59:56","28.7 ℃","77 %","86.9 °","0.6 m/s","1003.5 hPa","0 mm","100 %",
"2024-06-16 23:14:56","28.7 ℃","76.5 %","111.5 °","1.4 m/s","1003.4 hPa","0 mm","100 %",
"2024-06-16 23:29:56","28.8 ℃","75.5 %","144 °","1.4 m/s","1003.5 hPa","0 mm","98 %",
"2024-06-16 23:44:56","28.4 ℃","76.5 %","149.8 °","0.6 m/s","1003.4 hPa","0 mm","98 %",
"2024-06-16 23:59:56","28.3 ℃","76.5 %","181.9 °","0.5 m/s","1003.3 hPa","0 mm","98 %",
"2024-06-17 00:14:56","27.9 ℃","77.5 %","250.2 °","0.3 m/s","1003.1 hPa","0 mm","98 %",
"2024-06-17 00:29:56","27.7 ℃","78 %","320.4 °","0.4 m/s","1002.8 hPa","0 mm","98 %",
"2024-06-17 00:44:56","27.6 ℃","78.5 %","234.7 °","0.2 m/s","1002.7 hPa","0 mm","97 %",
"2024-06-17 00:59:56","27.7 ℃","78.5 %","279.4 °","0.4 m/s","1002.5 hPa","0 mm","97 %",
"2024-06-17 01:14:56","27.6 ℃","78.5 %","273.1 °","0.9 m/s","1002.3 hPa","0 mm","97 %",
"2024-06-17 01:29:56","27.5 ℃","79.5 %","335.8 °","0.5 m/s","1001.9 hPa","0 mm","97 %",
"2024-06-17 01:44:56","27.7 ℃","79.5 %","346 °","0.9 m/s","1001.8 hPa","0 mm","95 %",
"2024-06-17 01:59:56","27.9 ℃","79.5 %","351.7 °","1.1 m/s","1001.8 hPa","0 mm","95 %",
"2024-06-17 02:14:56","27.7 ℃","79.5 %","335.4 °","1 m/s","1001.6 hPa","0 mm","95 %",
"2024-06-17 02:29:56","27.7 ℃","79 %","285.5 °","0.6 m/s","1001.5 hPa","0 mm","95 %",
"2024-06-17 02:44:56","27.6 ℃","80 %","183.5 °","0.9 m/s","1001.3 hPa","0 mm","94 %",
"2024-06-17 02:59:56","27.3 ℃","81 %","309.1 °","0.1 m/s","1001.2 hPa","0 mm","94 %",
"2024-06-17 03:14:56","27.5 ℃","81 %","307.7 °","1.9 m/s","1001.1 hPa","0 mm","94 %",
"2024-06-17 03:29:56","27.5 ℃","80.5 %","334.5 °","1 m/s","1000.9 hPa","0 mm","94 %",
"2024-06-17 03:44:56","27.4 ℃","82 %","34.9 °","0.5 m/s","1000.9 hPa","0 mm","94 %",
"2024-06-17 03:59:56","27.2 ℃","84 %","342.9 °","1 m/s","1000.9 hPa","0 mm","93 %",
"2024-06-17 04:14:56","27.2 ℃","83.5 %","345.1 °","1 m/s","1000.9 hPa","0 mm","93 %",
"2024-06-17 04:29:56","27 ℃","84 %","302.2 °","0.6 m/s","1000.9 hPa","0 mm","93 %",
"2024-06-17 04:44:56","26.9 ℃","84.5 %","315.3 °","1.2 m/s","1000.9 hPa","0 mm","93 %",
"2024-06-17 04:59:56","26.8 ℃","84.5 %","336.5 °","0.4 m/s","1001 hPa","0 mm","91 %",
"2024-06-17 05:14:56","26.7 ℃","85 %","226.3 °","0.5 m/s","1000.9 hPa","0 mm","91 %",
"2024-06-17 05:29:56","26.4 ℃","85.5 %","290.1 °","0.6 m/s","1001 hPa","0 mm","91 %",
"2024-06-17 05:44:56","26.4 ℃","85 %","306.3 °","0.3 m/s","1001 hPa","0 mm","91 %",
"2024-06-17 05:59:56","26.3 ℃","85.5 %","262.2 °","0.2 m/s","1001.1 hPa","0 mm","91 %",
"2024-06-17 06:14:56","26.1 ℃","86.5 %","283.2 °","0.2 m/s","1001.3 hPa","0 mm","90 %",
"2024-06-17 06:29:56","26.1 ℃","86 %","258.9 °","1 m/s","1001.2 hPa","0 mm","90 %",
"2024-06-17 06:44:56","27.2 ℃","82 %","267.1 °","0.5 m/s","1001.2 hPa","0 mm","90 %",
"2024-06-17 06:59:56","28 ℃","79 %","352.6 °","1.1 m/s","1001.5 hPa","0 mm","90 %",
"2024-06-17 07:14:56","28.7 ℃","76.5 %","321 °","1.4 m/s","1001.7 hPa","0 mm","90 %",
"2024-06-17 07:29:56","29.2 ℃","75 %","314.4 °","0.6 m/s","1001.7 hPa","0 mm","90 %",
"2024-06-17 07:44:56","29.7 ℃","74 %","289.3 °","1.6 m/s","1001.8 hPa","0 mm","90 %",
"2024-06-17 07:59:57","30 ℃","73 %","25.6 °","0.7 m/s","1001.9 hPa","0 mm","90 %",
"2024-06-17 08:14:56","30.5 ℃","71 %","330.2 °","2.5 m/s","1001.9 hPa","0 mm","90 %",
"2024-06-17 08:29:56","31.1 ℃","68 %","306.7 °","1.4 m/s","1002.1 hPa","0 mm","90 %",
"2024-06-17 08:44:56","32.3 ℃","63 %","39.4 °","1 m/s","1002.1 hPa","0 mm","93 %",
"2024-06-17 08:59:56","33.8 ℃","58 %","111 °","1 m/s","1002.2 hPa","0 mm","93 %",
"2024-06-17 09:14:56","33.5 ℃","57 %","68.4 °","1.5 m/s","1002.3 hPa","0 mm","93 %",
"2024-06-17 09:29:56","34.2 ℃","53 %","161 °","0.8 m/s","1002.4 hPa","0 mm","93 %",
"2024-06-17 09:44:56","35.5 ℃","48 %","17.7 °","1 m/s","1002.4 hPa","0 mm","100 %",
"2024-06-17 09:59:59","34.9 ℃","51.5 %","329.1 °","2.8 m/s","1002.1 hPa","0 mm","100 %",
"2024-06-17 10:14:56","35.1 ℃","49 %","357.8 °","2.4 m/s","1002 hPa","0 mm","100 %",
"2024-06-17 10:29:58","34.3 ℃","50 %","312.2 °","1.6 m/s","1001.8 hPa","0 mm","100 %",
"2024-06-17 10:44:56","35.8 ℃","48 %","311.1 °","1.9 m/s","1001.9 hPa","0 mm","100 %",
"2024-06-17 10:59:56","36.6 ℃","47 %","213.3 °","1.1 m/s","1002 hPa","0 mm","100 %",
"2024-06-17 11:14:57","36.1 ℃","48 %","106.7 °","1.4 m/s","1001.7 hPa","0 mm","100 %",
"2024-06-17 11:29:56","36.3 ℃","47.5 %","83 °","1.4 m/s","1001.4 hPa","0 mm","100 %",
"2024-06-17 11:44:57","36.9 ℃","46.5 %","226.9 °","0.5 m/s","1001.1 hPa","0 mm","100 %",
"2024-06-17 11:59:57","37.3 ℃","45 %","24.4 °","2 m/s","1000.9 hPa","0 mm","100 %",
"2024-06-17 12:14:56","37.4 ℃","43 %","267.7 °","1.2 m/s","1000.5 hPa","0 mm","100 %",
"2024-06-17 12:29:56","37.6 ℃","43 %","56.5 °","2.8 m/s","1000.2 hPa","0 mm","100 %",
"2024-06-17 12:44:56","36.7 ℃","44.5 %","344.8 °","0.7 m/s","999.7 hPa","0 mm","100 %",
"2024-06-17 12:59:56","38.4 ℃","42.5 %","63.3 °","0.5 m/s","999.6 hPa","0 mm","100 %",
"2024-06-17 13:14:56","37.3 ℃","44.5 %","319.5 °","0.3 m/s","999.3 hPa","0 mm","100 %",
"2024-06-17 13:29:56","37.7 ℃","43.5 %","340.2 °","2.4 m/s","999.1 hPa","0 mm","100 %",
"2024-06-17 13:44:56","38.2 ℃","43 %","15 °","1.3 m/s","999 hPa","0 mm","100 %",
"2024-06-17 13:59:56","38 ℃","42.5 %","79.7 °","2.5 m/s","998.7 hPa","0 mm","100 %",
"2024-06-17 14:14:59","38.2 ℃","45 %","80.8 °","1.7 m/s","998.6 hPa","0 mm","100 %",
"2024-06-17 14:29:56","36.8 ℃","47.5 %","46.3 °","2 m/s","998.4 hPa","0 mm","100 %",
"2024-06-17 14:44:56","37.7 ℃","46 %","95.8 °","1.1 m/s","998.5 hPa","0 mm","100 %",
"2024-06-17 14:59:56","38 ℃","45 %","86.5 °","2.5 m/s","998.4 hPa","0 mm","100 %",
"2024-06-17 15:14:56","37.8 ℃","45 %","77.1 °","3.2 m/s","998.4 hPa","0 mm","100 %",
"2024-06-17 15:29:56","37.2 ℃","46.5 %","121 °","1.3 m/s","998.3 hPa","0 mm","100 %",
"2024-06-17 15:44:56","36.9 ℃","46.5 %","60.6 °","2.7 m/s","998.1 hPa","0 mm","100 %",
"2024-06-17 15:59:56","36.7 ℃","47 %","47.3 °","1.2 m/s","998 hPa","0 mm","100 %",
"2024-06-17 16:14:56","36.2 ℃","46.5 %","70.4 °","6.6 m/s","997.8 hPa","0 mm","100 %",
"2024-06-17 16:29:56","35.9 ℃","49 %","84.2 °","3.1 m/s","997.7 hPa","0 mm","100 %",
"2024-06-17 16:44:56","35.6 ℃","50.5 %","60.3 °","4.3 m/s","997.7 hPa","0 mm","100 %",
"2024-06-17 16:59:56","35 ℃","51 %","66.6 °","5.9 m/s","997.7 hPa","0 mm","100 %",
"2024-06-17 17:14:56","35 ℃","52 %","74.9 °","4.2 m/s","997.7 hPa","0 mm","100 %",
"2024-06-17 17:29:56","34.6 ℃","53 %","65 °","3.8 m/s","997.8 hPa","0 mm","100 %",
"2024-06-17 17:44:56","34.5 ℃","53.5 %","83.2 °","2.9 m/s","997.7 hPa","0 mm","100 %",
"2024-06-17 17:59:56","33.7 ℃","56.5 %","59.2 °","4.5 m/s","997.8 hPa","0 mm","100 %",
"2024-06-17 18:14:56","33 ℃","59.5 %","74.5 °","3.5 m/s","998 hPa","0 mm","100 %",
"2024-06-17 18:29:56","32.5 ℃","61.5 %","66 °","3.8 m/s","998.1 hPa","0 mm","100 %",
"2024-06-17 18:44:56","31.9 ℃","65 %","74.8 °","5.3 m/s","998.5 hPa","0 mm","100 %",
"2024-06-17 18:59:56","31.4 ℃","67.5 %","93.6 °","2.2 m/s","998.6 hPa","0 mm","100 %",
"2024-06-17 19:14:56","30.8 ℃","69.5 %","52.1 °","1.8 m/s","998.9 hPa","0 mm","100 %",
"2024-06-17 19:29:56","30.6 ℃","69.5 %","47.3 °","4.2 m/s","999.1 hPa","0 mm","100 %",
"2024-06-17 19:44:56","30.4 ℃","69.5 %","55.5 °","2.2 m/s","999.4 hPa","0 mm","100 %",
"2024-06-17 19:59:56","30.2 ℃","71 %","62.6 °","0.9 m/s","999.6 hPa","0 mm","100 %",
"2024-06-17 20:14:56","30.1 ℃","71.5 %","80.8 °","1.1 m/s","1000.1 hPa","0 mm","100 %",
"2024-06-17 20:29:57","30 ℃","72.5 %","85.3 °","2.6 m/s","1000.1 hPa","0 mm","100 %",
"2024-06-17 20:44:56","29.9 ℃","73 %","80.1 °","1.9 m/s","1000.4 hPa","0 mm","100 %",
"2024-06-17 20:59:56","29.8 ℃","73.5 %","81.9 °","1.6 m/s","1000.6 hPa","0 mm","100 %",
"2024-06-17 21:14:56","29.7 ℃","73.5 %","80.1 °","2 m/s","1000.8 hPa","0 mm","100 %",
"2024-06-17 21:29:56","29.6 ℃","73.5 %","76.7 °","1.8 m/s","1001 hPa","0 mm","100 %",
"2024-06-17 21:44:56","29.5 ℃","74 %","60.1 °","2 m/s","1001.1 hPa","0 mm","100 %",
"2024-06-17 21:59:56","29.5 ℃","74 %","75.5 °","1.4 m/s","1001.4 hPa","0 mm","100 %",
"2024-06-17 22:14:56","29.6 ℃","74 %","64.1 °","1.3 m/s","1001.5 hPa","0 mm","100 %",
"2024-06-17 22:29:56","29.6 ℃","74 %","84 °","0.8 m/s","1001.7 hPa","0 mm","100 %",
"2024-06-17 22:44:56","29.6 ℃","74 %","101.2 °","1.1 m/s","1001.7 hPa","0 mm","100 %",
"2024-06-17 22:59:57","29.5 ℃","74 %","107.1 °","0.2 m/s","1001.7 hPa","0 mm","100 %",
"2024-06-17 23:14:56","29.6 ℃","73.5 %","103.9 °","0.8 m/s","1002 hPa","0 mm","100 %",
"2024-06-17 23:29:56","29.7 ℃","73 %","94.4 °","1.4 m/s","1001.9 hPa","0 mm","98 %",
"2024-06-17 23:44:56","29.6 ℃","73 %","337.9 °","0.2 m/s","1001.8 hPa","0 mm","98 %",
"2024-06-17 23:59:56","29.6 ℃","73.5 %","116.2 °","0.7 m/s","1001.7 hPa","0 mm","98 %",
"2024-06-18 00:14:56","29.6 ℃","74 %","42.1 °","0.3 m/s","1001.7 hPa","0 mm","98 %",
"2024-06-18 00:29:57","29.5 ℃","73 %","7.1 °","0.4 m/s","1001.5 hPa","0 mm","98 %",
"2024-06-18 00:44:56","29.3 ℃","74 %","328.2 °","0.7 m/s","1001.1 hPa","0 mm","97 %",
"2024-06-18 00:59:57","29.2 ℃","74.5 %","332.1 °","0.6 m/s","1000.9 hPa","0 mm","97 %",
"2024-06-18 01:14:56","29.1 ℃","75.5 %","284.8 °","1.1 m/s","1000.5 hPa","0 mm","97 %",
"2024-06-18 01:29:56","29 ℃","75.5 %","325.8 °","0.3 m/s","1000.4 hPa","0 mm","97 %",
"2024-06-18 01:44:56","28.9 ℃","76 %","262 °","0.6 m/s","1000.1 hPa","0 mm","95 %",
"2024-06-18 01:59:56","28.8 ℃","76 %","264.9 °","0.3 m/s","999.9 hPa","0 mm","95 %",
"2024-06-18 02:14:56","28.8 ℃","76 %","312.2 °","0.8 m/s","999.4 hPa","0 mm","95 %",
"2024-06-18 02:29:56","28.7 ℃","76 %","272.3 °","0.7 m/s","999.3 hPa","0 mm","95 %",
"2024-06-18 02:44:56","28.6 ℃","77 %","308.2 °","0.9 m/s","999.4 hPa","0 mm","95 %",
"2024-06-18 02:59:57","28.5 ℃","77.5 %","323.1 °","1 m/s","999.4 hPa","0 mm","94 %",
"2024-06-18 03:14:56","28.4 ℃","77.5 %","287 °","0.3 m/s","999.3 hPa","0 mm","94 %",
"2024-06-18 03:29:56","28.2 ℃","78 %","21.2 °","0.3 m/s","999.2 hPa","0 mm","94 %",
"2024-06-18 03:44:56","28.2 ℃","78 %","351.2 °","0.5 m/s","999.1 hPa","0 mm","94 %",
"2024-06-18 03:59:58","28.2 ℃","78 %","194.7 °","0.3 m/s","999 hPa","0 mm","93 %",
"2024-06-18 04:14:56","27.8 ℃","79.5 %","253.8 °","0.3 m/s","998.9 hPa","0 mm","93 %",
"2024-06-18 04:29:56","27.7 ℃","80 %","138.5 °","0.4 m/s","999 hPa","0 mm","93 %",
"2024-06-18 04:44:56","27.6 ℃","80.5 %","281 °","0.2 m/s","999.1 hPa","0 mm","93 %",
"2024-06-18 04:59:56","27.5 ℃","81 %","217.4 °","0.2 m/s","999 hPa","0 mm","93 %",
"2024-06-18 05:14:56","27.5 ℃","80.5 %","240.3 °","0.2 m/s","999 hPa","0 mm","91 %",
"2024-06-18 05:29:56","27.5 ℃","80.5 %","262.6 °","0.2 m/s","999.1 hPa","0 mm","91 %",
"2024-06-18 05:44:56","27.3 ℃","81.5 %","228.6 °","0.3 m/s","999.1 hPa","0 mm","91 %",
"2024-06-18 05:59:57","27.1 ℃","82 %","211.1 °","0.3 m/s","999.1 hPa","0 mm","91 %",
"2024-06-18 06:14:56","27.3 ℃","81.5 %","327.6 °","0.3 m/s","999.2 hPa","0 mm","90 %",
"2024-06-18 06:29:56","28 ℃","79 %","12 °","1 m/s","999.5 hPa","0 mm","90 %",
"2024-06-18 06:44:57","28.7 ℃","75.5 %","346.6 °","1 m/s","999.3 hPa","0 mm","90 %",
"2024-06-18 06:59:56","29.6 ℃","70 %","318.8 °","0.9 m/s","999.5 hPa","0 mm","90 %",
"2024-06-18 07:14:56","30.6 ℃","66 %","18.8 °","0.7 m/s","999.6 hPa","0 mm","90 %",
"2024-06-18 07:29:56","30.7 ℃","66 %","347.7 °","0.5 m/s","1000 hPa","0 mm","90 %",
"2024-06-18 07:45:00","30 ℃","69 %","271.5 °","1.2 m/s","999.9 hPa","0 mm","90 %",
"2024-06-18 07:59:56","31.4 ℃","64 %","338.9 °","1.1 m/s","1000 hPa","0 mm","90 %",
