Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2024-06-18 08:14:57","31.6 ℃","64 %","2.9 °","0.9 m/s","1000 hPa","0 mm","90 %",
"2024-06-18 08:29:56","32.2 ℃","62.5 %","318.5 °","1.3 m/s","1000 hPa","0 mm","92 %",
"2024-06-18 08:44:57","31.8 ℃","63.5 %","299.2 °","1.4 m/s","999.7 hPa","0 mm","92 %",
"2024-06-18 08:59:57","32.9 ℃","60.5 %","350.2 °","1.1 m/s","999.6 hPa","0 mm","92 %",
"2024-06-18 09:14:57","33.2 ℃","58.5 %","332.1 °","0.8 m/s","999.6 hPa","0 mm","92 %",
"2024-06-18 09:29:56","34.1 ℃","55 %","7.5 °","2.6 m/s","999.5 hPa","0 mm","92 %",
"2024-06-18 09:44:56","33.7 ℃","55.5 %","308.6 °","2.8 m/s","999.1 hPa","0 mm","98 %",
"2024-06-18 09:59:56","34.4 ℃","52.5 %","235.4 °","2.8 m/s","999.1 hPa","0 mm","98 %",
"2024-06-18 10:14:56","34.6 ℃","51 %","316.5 °","1.4 m/s","999 hPa","0 mm","98 %",
"2024-06-18 10:29:56","35.4 ℃","49 %","41.4 °","0.8 m/s","998.9 hPa","0 mm","98 %",
"2024-06-18 10:44:56","35.7 ℃","48.5 %","311.5 °","1.5 m/s","998.8 hPa","0 mm","100 %",
"2024-06-18 10:59:56","35.8 ℃","49 %","350.7 °","0.8 m/s","998.7 hPa","0 mm","100 %",
"2024-06-18 11:14:56","35.8 ℃","49 %","305.5 °","2.2 m/s","998.6 hPa","0 mm","100 %",
"2024-06-18 11:29:56","36.3 ℃","46.5 %","344.8 °","1.4 m/s","998.5 hPa","0 mm","100 %",
"2024-06-18 11:44:56","37.4 ℃","44 %","359.1 °","2.1 m/s","998.4 hPa","0 mm","100 %",
"2024-06-18 11:59:56","36.6 ℃","45 %","317.4 °","1.5 m/s","998 hPa","0 mm","100 %",
"2024-06-18 12:14:56","36.7 ℃","43.5 %","341 °","3.8 m/s","997.9 hPa","0 mm","100 %",
"2024-06-18 12:29:56","37 ℃","43.5 %","325.1 °","1.6 m/s","997.8 hPa","0 mm","100 %",
"2024-06-18 12:44:56","38.3 ℃","41 %","81.4 °","1.3 m/s","997.8 hPa","0 mm","100 %",
"2024-06-18 12:59:56","37.8 ℃","40.5 %","329.6 °","2.2 m/s","997.5 hPa","0 mm","100 %",
"2024-06-18 13:14:56","38.1 ℃","41.5 %","94.8 °","1.3 m/s","997.3 hPa","0 mm","100 %",
"2024-06-18 13:29:56","37.9 ℃","43 %","75.3 °","2.3 m/s","997.1 hPa","0 mm","100 %",
"2024-06-18 13:44:56","38.2 ℃","42.5 %","347.4 °","1.9 m/s","997.1 hPa","0 mm","100 %",
"2024-06-18 13:59:57","38.5 ℃","42.5 %","68.8 °","2.5 m/s","997.1 hPa","0 mm","100 %",
"2024-06-18 14:14:56","38.9 ℃","42 %","66.1 °","4.7 m/s","996.9 hPa","0 mm","100 %",
"2024-06-18 14:29:56","38.8 ℃","42.5 %","46.2 °","2.6 m/s","996.8 hPa","0 mm","100 %",
"2024-06-18 14:44:56","38 ℃","46.5 %","77.4 °","3.2 m/s","996.7 hPa","0 mm","100 %",
"2024-06-18 14:59:56","37.2 ℃","50 %","62.6 °","5.1 m/s","996.5 hPa","0 mm","100 %",
"2024-06-18 15:14:56","37.1 ℃","50 %","142.7 °","1.8 m/s","996.6 hPa","0 mm","100 %",
"2024-06-18 15:29:56","36.9 ℃","50.5 %","359.8 °","1.2 m/s","996.5 hPa","0 mm","100 %",
"2024-06-18 15:44:56","36.4 ℃","52.5 %","62.2 °","4.2 m/s","996.6 hPa","0 mm","100 %",
"2024-06-18 15:59:56","35.8 ℃","53.5 %","56.9 °","5.3 m/s","996.4 hPa","0 mm","100 %",
"2024-06-18 16:14:56","35.8 ℃","53 %","56.5 °","7.1 m/s","996.5 hPa","0 mm","100 %",
"2024-06-18 16:29:56","35.9 ℃","50.5 %","85.9 °","2.7 m/s","996.3 hPa","0 mm","100 %",
"2024-06-18 16:44:56","35.8 ℃","51 %","54.2 °","3.8 m/s","996.3 hPa","0 mm","100 %",
"2024-06-18 16:59:56","34.8 ℃","54 %","74.8 °","2.7 m/s","996.2 hPa","0 mm","100 %",
"2024-06-18 17:14:56","34.3 ℃","55.5 %","66.4 °","6.5 m/s","996.3 hPa","0 mm","100 %",
"2024-06-18 17:29:57","34.3 ℃","55.5 %","86.5 °","3.5 m/s","996.3 hPa","0 mm","100 %",
"2024-06-18 17:44:56","34.1 ℃","56 %","37.7 °","3.1 m/s","996.4 hPa","0 mm","100 %",
"2024-06-18 17:59:56","33.8 ℃","56.5 %","98.7 °","3.9 m/s","996.5 hPa","0 mm","100 %",
"2024-06-19 13:59:57","31.1 ℃","65 %","37.1 °","0.4 m/s","996.5 hPa","0.05 mm","100 %",
"2024-06-19 14:14:56","31.4 ℃","60 %","328.6 °","2.1 m/s","996 hPa","0.05 mm","100 %",
"2024-06-19 14:29:57","32 ℃","56.5 %","336.3 °","3.3 m/s","996 hPa","0.05 mm","100 %",
"2024-06-19 14:44:56","31.4 ℃","58.5 %","341 °","1.9 m/s","995.9 hPa","0.05 mm","100 %",
"2024-06-19 14:59:56","30.5 ℃","65.5 %","50.7 °","1.9 m/s","996 hPa","0.05 mm","100 %",
"2024-06-19 15:14:56","29.3 ℃","73 %","61 °","2.1 m/s","996 hPa","0.06 mm","100 %",
"2024-06-19 15:29:56","29 ℃","72.5 %","311.2 °","2.6 m/s","995.8 hPa","0.06 mm","100 %",
"2024-06-19 15:44:56","29.2 ℃","69 %","333.8 °","1.1 m/s","995.7 hPa","0.06 mm","100 %",
"2024-06-19 15:59:58","29.1 ℃","70 %","313.3 °","1.7 m/s","995.6 hPa","0.06 mm","100 %",
"2024-06-19 16:14:56","28.6 ℃","73.5 %","312.2 °","2.6 m/s","995.4 hPa","0.06 mm","100 %",
"2024-06-19 16:29:56","27.9 ℃","77.5 %","0.2 °","0.9 m/s","995.3 hPa","0.06 mm","100 %",
"2024-06-19 16:44:56","27.1 ℃","80 %","339.8 °","1.8 m/s","995.1 hPa","0.07 mm","100 %",
"2024-06-19 16:59:56","27 ℃","81 %","349.6 °","2 m/s","994.9 hPa","0 mm","100 %",
"2024-06-19 17:14:57","27 ℃","81 %","316.4 °","1.1 m/s","995 hPa","0 mm","100 %",
"2024-06-19 17:29:56","26.6 ℃","83.5 %","283.7 °","1.8 m/s","995 hPa","0.02 mm","100 %",
"2024-06-19 17:44:56","26.3 ℃","85.5 %","318.6 °","1.3 m/s","995 hPa","0.04 mm","100 %",
"2024-06-19 17:59:57","26.2 ℃","86 %","21.7 °","1 m/s","994.8 hPa","0.05 mm","100 %",
"2024-06-19 18:14:56","26 ℃","86.5 %","303.3 °","1.2 m/s","994.7 hPa","0.07 mm","100 %",
"2024-06-24 09:44:56","27.4 ℃","81.5 %","173.6 °","1.5 m/s","1008.3 hPa","0.1 mm","100 %",
"2024-06-24 09:59:56","28.4 ℃","78 %","163.4 °","1.5 m/s","1008.2 hPa","0.1 mm","100 %",
"2024-06-24 10:14:56","28.4 ℃","79 %","144.5 °","1.8 m/s","1008.2 hPa","0.1 mm","100 %",
"2024-06-24 10:29:56","28.9 ℃","76 %","147.7 °","1.8 m/s","1008.2 hPa","0.1 mm","100 %",
"2024-06-24 10:44:56","29.5 ℃","74 %","232.4 °","1.4 m/s","1008.1 hPa","0.1 mm","100 %",
"2024-06-24 10:59:56","30.1 ℃","70.5 %","260.5 °","1.3 m/s","1007.9 hPa","0.1 mm","100 %",
"2024-06-24 11:14:56","30.9 ℃","68.5 %","194.3 °","0.9 m/s","1007.8 hPa","0.1 mm","100 %",
"2024-06-24 11:29:56","31.2 ℃","67.5 %","228.7 °","0.5 m/s","1007.6 hPa","0.1 mm","100 %",
"2024-06-24 11:44:56","30.8 ℃","67.5 %","303 °","0.5 m/s","1007.2 hPa","0.1 mm","100 %",
"2024-06-24 11:59:56","31.9 ℃","65 %","290.8 °","2.8 m/s","1007.2 hPa","0.1 mm","100 %",
"2024-06-24 12:14:56","31.9 ℃","63.5 %","74.7 °","1 m/s","1007 hPa","0.1 mm","100 %",
"2024-06-24 12:29:56","32 ℃","65.5 %","348.7 °","0.5 m/s","1007 hPa","0.1 mm","100 %",
"2024-06-24 12:44:56","31.8 ℃","64 %","161.7 °","0.5 m/s","1006.9 hPa","0.1 mm","100 %",
"2024-06-24 12:59:56","33.3 ℃","61 %","183.4 °","0.8 m/s","1006.8 hPa","0.1 mm","100 %",
"2024-06-24 13:14:57","34.2 ℃","55 %","57.6 °","0.7 m/s","1006.7 hPa","0.1 mm","100 %",
"2024-06-24 13:29:56","34.3 ℃","55 %","204.4 °","1.4 m/s","1006.5 hPa","0.1 mm","100 %",
"2024-06-24 13:44:56","33 ℃","59.5 %","77.2 °","1.2 m/s","1006.2 hPa","0.1 mm","100 %",
"2024-06-24 13:59:56","33.2 ℃","58.5 %","55.1 °","0.9 m/s","1006.2 hPa","0.1 mm","100 %",
"2024-06-24 14:14:56","33.5 ℃","59 %","284.7 °","2 m/s","1005.9 hPa","0.1 mm","100 %",
"2024-06-24 14:29:56","35 ℃","55 %","65.6 °","0.4 m/s","1005.8 hPa","0.1 mm","100 %",
"2024-06-24 14:44:56","34.8 ℃","52.5 %","279.7 °","0.3 m/s","1005.5 hPa","0.1 mm","100 %",
"2024-06-24 15:00:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-24 15:15:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-24 15:30:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-24 15:44:56","25.7 ℃","87 %","113.1 °","3.4 m/s","1004.9 hPa","0.41 mm","100 %",
"2024-06-24 15:59:56","26 ℃","89.5 %","126.1 °","1.1 m/s","1004.6 hPa","0.92 mm","100 %",
"2024-06-24 16:14:56","27.3 ℃","88 %","84.7 °","1.2 m/s","1004.9 hPa","0.92 mm","100 %",
"2024-06-24 16:29:56","27.2 ℃","84.5 %","70.3 °","1 m/s","1005 hPa","0.92 mm","100 %",
"2024-06-24 16:44:56","27.2 ℃","85 %","82.7 °","1.5 m/s","1004.8 hPa","0.92 mm","100 %",
"2024-06-24 16:59:56","27.7 ℃","82.5 %","50.7 °","1.4 m/s","1004.7 hPa","0 mm","100 %",
"2024-06-24 17:14:57","27.8 ℃","81 %","89.7 °","1.6 m/s","1004.9 hPa","0 mm","100 %",
"2024-06-24 17:29:56","28.6 ℃","77 %","61.1 °","1.2 m/s","1004.8 hPa","0 mm","100 %",
"2024-06-24 17:44:56","28.5 ℃","78 %","40.6 °","1.7 m/s","1004.6 hPa","0 mm","100 %",
"2024-06-24 17:59:56","28.5 ℃","79.5 %","89.4 °","2.7 m/s","1004.5 hPa","0 mm","100 %",
"2024-06-24 18:14:56","28.5 ℃","80.5 %","60 °","1.2 m/s","1004.7 hPa","0 mm","100 %",
"2024-06-24 18:29:56","28.2 ℃","82 %","84 °","2 m/s","1005.2 hPa","0 mm","100 %",
"2024-06-24 18:44:56","28.2 ℃","82.5 %","76.5 °","0.9 m/s","1005.5 hPa","0 mm","100 %",
"2024-06-24 18:59:56","28.1 ℃","84 %","76 °","1.2 m/s","1005.6 hPa","0 mm","100 %",
"2024-06-24 19:14:56","27.9 ℃","85 %","66.1 °","1.4 m/s","1005.8 hPa","0 mm","100 %",
"2024-06-24 19:29:56","27.9 ℃","83.5 %","75.8 °","2.2 m/s","1005.9 hPa","0 mm","100 %",
"2024-06-24 19:44:56","27.9 ℃","83 %","70.3 °","1.3 m/s","1006.2 hPa","0 mm","100 %",
"2024-06-24 19:59:56","27.8 ℃","83.5 %","69.1 °","2.3 m/s","1006.3 hPa","0 mm","100 %",
"2024-06-24 20:14:56","27.6 ℃","84.5 %","73.7 °","1.9 m/s","1006.3 hPa","0 mm","100 %",
"2024-06-24 20:29:56","27.4 ℃","86 %","70.2 °","1.1 m/s","1006.7 hPa","0 mm","100 %",
"2024-06-24 20:44:56","27.4 ℃","86.5 %","68.1 °","1.2 m/s","1007.2 hPa","0 mm","100 %",
"2024-06-24 20:59:56","27.3 ℃","87 %","87.2 °","1.3 m/s","1007.5 hPa","0 mm","100 %",
"2024-06-24 21:14:56","27.3 ℃","87.5 %","74.3 °","1.2 m/s","1007.9 hPa","0 mm","100 %",
"2024-06-24 21:29:56","27.3 ℃","88.5 %","86.9 °","1.3 m/s","1008.1 hPa","0 mm","100 %",
"2024-06-24 21:44:56","27.2 ℃","89 %","73.6 °","0.6 m/s","1008 hPa","0 mm","100 %",
"2024-06-24 21:59:56","27.1 ℃","89 %","68.2 °","1.4 m/s","1008.2 hPa","0 mm","100 %",
"2024-06-24 22:14:56","27.1 ℃","89 %","105.1 °","1 m/s","1008.4 hPa","0 mm","100 %",
"2024-06-24 22:29:56","27.1 ℃","89.5 %","135.5 °","1.7 m/s","1008.6 hPa","0 mm","100 %",
"2024-06-24 22:44:56","27 ℃","90 %","104.2 °","0.9 m/s","1008.7 hPa","0 mm","100 %",
"2024-06-24 22:59:56","27 ℃","90 %","127.7 °","0.6 m/s","1008.8 hPa","0 mm","100 %",
"2024-06-24 23:14:56","26.8 ℃","90.5 %","58.9 °","0.3 m/s","1008.8 hPa","0 mm","100 %",
"2024-06-24 23:29:56","26.7 ℃","91 %","107.9 °","0.6 m/s","1008.7 hPa","0 mm","100 %",
"2024-06-24 23:44:56","26.7 ℃","91 %","157.9 °","0.7 m/s","1008.7 hPa","0 mm","98 %",
"2024-06-24 23:59:56","26.4 ℃","91.5 %","161.4 °","0.4 m/s","1008.6 hPa","0 mm","98 %",
"2024-06-25 00:14:56","26.3 ℃","92 %","84.2 °","0.4 m/s","1008.3 hPa","0 mm","98 %",
"2024-06-25 00:29:56","26.2 ℃","92.5 %","102.8 °","0.3 m/s","1008.2 hPa","0 mm","98 %",
"2024-06-25 00:44:56","26.4 ℃","92.5 %","70.4 °","0.2 m/s","1008 hPa","0 mm","97 %",
"2024-06-25 00:59:57","26.3 ℃","93 %","40.3 °","0.4 m/s","1007.9 hPa","0 mm","97 %",
"2024-06-25 01:14:56","26.3 ℃","93 %","104.7 °","0.3 m/s","1007.7 hPa","0 mm","97 %",
"2024-06-25 01:29:56","26.3 ℃","93 %","68.7 °","0.2 m/s","1007.4 hPa","0 mm","97 %",
"2024-06-25 01:44:58","26.1 ℃","93 %","151.1 °","0.7 m/s","1007.4 hPa","0 mm","97 %",
"2024-06-25 01:59:56","26 ℃","93 %","204.6 °","0.4 m/s","1007.3 hPa","0 mm","95 %",
"2024-06-25 02:14:56","25.8 ℃","93.5 %","219.4 °","0.3 m/s","1007.3 hPa","0 mm","95 %",
"2024-06-25 02:29:56","25.9 ℃","93.5 %","149.4 °","0.2 m/s","1007.4 hPa","0 mm","95 %",
"2024-06-25 02:44:56","25.8 ℃","93.5 %","184.9 °","0.4 m/s","1007.3 hPa","0 mm","95 %",
"2024-06-25 02:59:57","25.7 ℃","93.5 %","206.8 °","0.3 m/s","1007.2 hPa","0 mm","95 %",
"2024-06-25 03:14:56","25.6 ℃","94 %","218.3 °","0.2 m/s","1007.1 hPa","0 mm","93 %",
"2024-06-25 03:29:56","25.6 ℃","94 %","244.1 °","0.5 m/s","1006.9 hPa","0 mm","93 %",
"2024-06-25 03:44:56","25.6 ℃","94 %","157.2 °","0.4 m/s","1006.9 hPa","0 mm","93 %",
"2024-06-25 03:59:56","25.6 ℃","94 %","87.3 °","0.4 m/s","1007.1 hPa","0 mm","93 %",
"2024-06-25 04:14:56","25.6 ℃","94 %","132.8 °","0.4 m/s","1007.3 hPa","0 mm","92 %",
"2024-06-25 04:29:56","25.8 ℃","94 %","226 °","0.5 m/s","1007.5 hPa","0 mm","92 %",
"2024-06-25 04:44:56","25.8 ℃","94 %","322.4 °","0.6 m/s","1007.3 hPa","0 mm","92 %",
"2024-06-25 04:59:56","25.8 ℃","94 %","190.7 °","0.3 m/s","1007.1 hPa","0 mm","92 %",
"2024-06-25 05:14:56","25.7 ℃","94 %","146 °","0.3 m/s","1007.2 hPa","0 mm","91 %",
"2024-06-25 05:29:56","25.7 ℃","94 %","115.5 °","0.3 m/s","1007.2 hPa","0 mm","91 %",
"2024-06-25 05:44:56","25.6 ℃","94 %","77.3 °","0.1 m/s","1007.2 hPa","0 mm","91 %",
"2024-06-25 05:59:56","25.7 ℃","94 %","253.9 °","0.6 m/s","1007.5 hPa","0 mm","91 %",
"2024-06-25 06:14:56","25.7 ℃","94 %","117.8 °","0.3 m/s","1007.7 hPa","0 mm","90 %",
"2024-06-25 06:29:56","25.9 ℃","94 %","351.3 °","0.6 m/s","1007.9 hPa","0 mm","90 %",
"2024-06-25 06:44:56","26.2 ℃","94 %","329.4 °","0.9 m/s","1008 hPa","0 mm","90 %",
"2024-06-25 06:59:56","26.7 ℃","92.5 %","319.1 °","0.8 m/s","1008.1 hPa","0 mm","90 %",
"2024-06-25 07:14:56","27.4 ℃","90.5 %","6.6 °","1 m/s","1008.2 hPa","0 mm","90 %",
"2024-06-25 07:29:56","27.8 ℃","87.5 %","288.9 °","1.7 m/s","1008.2 hPa","0 mm","93 %",
"2024-06-25 07:44:56","28.4 ℃","85.5 %","324.7 °","1.3 m/s","1008.4 hPa","0 mm","93 %",
"2024-06-25 07:59:56","29.3 ℃","82 %","29.3 °","0.5 m/s","1008.4 hPa","0 mm","93 %",
"2024-06-25 08:14:55","29.9 ℃","77.5 %","72.5 °","0.2 m/s","1008.5 hPa","0 mm","93 %",
"2024-06-25 08:29:56","31.4 ℃","70.5 %","89.7 °","1 m/s","1008.7 hPa","0 mm","93 %",
"2024-06-25 08:44:57","32.2 ℃","65 %","120 °","1.3 m/s","1008.6 hPa","0 mm","98 %",
"2024-06-25 08:59:56","33 ℃","62.5 %","337.2 °","0.3 m/s","1008.6 hPa","0 mm","98 %",
"2024-06-25 09:14:56","33.3 ℃","62 %","121.7 °","0.8 m/s","1008.9 hPa","0 mm","98 %",
"2024-06-25 09:29:56","32.2 ℃","63 %","89.9 °","1.4 m/s","1008.8 hPa","0 mm","98 %",
"2024-06-25 09:44:56","32.1 ℃","63 %","161.4 °","0.6 m/s","1008.8 hPa","0 mm","100 %",
"2024-06-25 09:59:56","32.1 ℃","62.5 %","298.2 °","0.2 m/s","1008.6 hPa","0 mm","100 %",
"2024-06-25 10:14:56","33 ℃","58 %","152.5 °","1 m/s","1008.6 hPa","0 mm","100 %",
"2024-06-25 10:29:56","33.7 ℃","57.5 %","297.4 °","0.6 m/s","1008.6 hPa","0 mm","100 %",
"2024-06-25 10:44:56","33.8 ℃","59 %","312.9 °","1.8 m/s","1008.4 hPa","0 mm","100 %",
"2024-06-25 10:59:56","33.6 ℃","56.5 %","234.2 °","1.5 m/s","1008.4 hPa","0 mm","100 %",
"2024-06-25 11:14:56","34 ℃","57.5 %","101.8 °","1.1 m/s","1008.4 hPa","0 mm","100 %",
"2024-06-25 11:29:56","35.4 ℃","54.5 %","267 °","0.2 m/s","1008.3 hPa","0 mm","100 %",
"2024-06-25 11:44:56"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 11:59:59","34.6 ℃","57 %","48.6 °","0.4 m/s","1008 hPa","0 mm","100 %",
"2024-06-25 12:14:56","33.8 ℃","58.5 %","53.2 °","0.7 m/s","1007.8 hPa","0 mm","100 %",
"2024-06-25 12:29:56","32.4 ℃","64 %","118.6 °","4.5 m/s","1007.7 hPa","0 mm","100 %",
"2024-06-25 12:44:58","28.4 ℃","81 %","120.8 °","1.8 m/s","1007.5 hPa","0.01 mm","100 %",
"2024-06-25 12:59:56","28.2 ℃","82 %","89.3 °","2.3 m/s","1007.2 hPa","0.01 mm","100 %",
"2024-06-25 13:14:56","29.5 ℃","76.5 %","91.1 °","1.2 m/s","1007.2 hPa","0.01 mm","100 %",
"2024-06-25 13:29:56","31.1 ℃","69 %","73 °","2.6 m/s","1006.8 hPa","0.01 mm","100 %",
"2024-06-25 13:44:56","33 ℃","59.5 %","84.1 °","1.9 m/s","1006.7 hPa","0.01 mm","100 %",
"2024-06-25 13:59:56","33.8 ℃","57.5 %","126.1 °","0.9 m/s","1006.4 hPa","0.01 mm","100 %",
"2024-06-25 14:14:56","34.5 ℃","55 %","145.3 °","1.1 m/s","1006.5 hPa","0.01 mm","100 %",
"2024-06-25 14:30:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 14:45:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 15:00:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 15:15:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 15:30:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 15:45:01"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 16:00:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 16:15:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 16:30:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 16:45:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 17:00:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 17:15:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 17:30:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 17:45:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 18:00:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 18:15:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 18:30:00"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2024-06-25 18:44:56","31.4 ℃","63.5 %","80.9 °","4.1 m/s","1006.3 hPa","0 mm","100 %",
"2024-06-25 18:59:56","30.6 ℃","66.5 %","54.2 °","1.5 m/s","1006.3 hPa","0 mm","100 %",
"2024-06-25 19:14:56","30.2 ℃","68 %","100.5 °","1.3 m/s","1006.3 hPa","0 mm","100 %",
"2024-06-25 19:29:56","29.8 ℃","69.5 %","86.9 °","0.8 m/s","1006.6 hPa","0 mm","100 %",
"2024-06-25 19:44:56","29.4 ℃","72 %","90.1 °","3 m/s","1006.8 hPa","0 mm","100 %",
"2024-06-25 19:59:56","29.2 ℃","74 %","96.7 °","1.9 m/s","1006.7 hPa","0 mm","100 %",
"2024-06-25 20:14:56","28.9 ℃","75.5 %","74.5 °","1.9 m/s","1007.1 hPa","0 mm","100 %",
"2024-06-25 20:29:56","28.7 ℃","77 %","94.4 °","1.9 m/s","1007.3 hPa","0 mm","100 %",
"2024-06-25 20:44:56","28.5 ℃","78.5 %","112.1 °","1.9 m/s","1007.6 hPa","0 mm","100 %",
"2024-06-25 20:59:56","28.3 ℃","79 %","129.1 °","1.7 m/s","1007.6 hPa","0 mm","100 %",
"2024-06-25 21:14:56","28.2 ℃","80.5 %","127.2 °","1.6 m/s","1007.8 hPa","0 mm","100 %",
"2024-06-25 21:29:56","28 ℃","81 %","65.3 °","1.1 m/s","1008.1 hPa","0 mm","100 %",
"2024-06-25 21:44:56","27.9 ℃","81.5 %","110.5 °","1.3 m/s","1008.1 hPa","0 mm","100 %",
"2024-06-25 21:59:56","27.9 ℃","82 %","68.7 °","0.6 m/s","1008.3 hPa","0 mm","100 %",
"2024-06-25 22:14:56","27.7 ℃","82.5 %","60.1 °","0.6 m/s","1008.6 hPa","0 mm","100 %",
"2024-06-25 22:29:56","27.6 ℃","83 %","72.6 °","1 m/s","1008.7 hPa","0 mm","100 %",
"2024-06-25 22:44:56","27.6 ℃","83 %","110.7 °","1.3 m/s","1008.7 hPa","0 mm","100 %",
"2024-06-25 22:59:56","27.5 ℃","83.5 %","76.6 °","0.6 m/s","1008.7 hPa","0 mm","100 %",
"2024-06-25 23:14:56","27.4 ℃","84 %","89 °","0.9 m/s","1008.5 hPa","0 mm","100 %",
"2024-06-25 23:29:56","27.3 ℃","84.5 %","117.8 °","0.4 m/s","1008.5 hPa","0 mm","100 %",
"2024-06-25 23:44:56","27.2 ℃","85 %","172.9 °","0.3 m/s","1008.5 hPa","0 mm","98 %",
"2024-06-25 23:59:56","27.1 ℃","85 %","122 °","0.4 m/s","1008.3 hPa","0 mm","98 %",
"2024-06-26 00:14:56","27 ℃","85 %","133.7 °","0.4 m/s","1008.2 hPa","0 mm","98 %",
"2024-06-26 00:29:56","26.9 ℃","85.5 %","157.1 °","0.8 m/s","1008 hPa","0 mm","98 %",
"2024-06-26 00:44:56","26.5 ℃","87 %","286.8 °","0.2 m/s","1007.8 hPa","0 mm","97 %",
"2024-06-26 00:59:58","26.3 ℃","88.5 %","72.6 °","0.3 m/s","1007.6 hPa","0 mm","97 %",
"2024-06-26 01:14:56","26.3 ℃","88.5 %","81.8 °","0.4 m/s","1007.4 hPa","0 mm","97 %",
"2024-06-26 01:29:56","26.4 ℃","87.5 %","90.5 °","0.5 m/s","1007.5 hPa","0 mm","97 %",
"2024-06-26 01:44:56","26.4 ℃","88 %","38.8 °","0.7 m/s","1007.2 hPa","0 mm","97 %",
"2024-06-26 01:59:56","26.3 ℃","87.5 %","91 °","0.7 m/s","1007.3 hPa","0 mm","96 %",
"2024-06-26 02:14:56","26.2 ℃","88 %","67 °","0.6 m/s","1007.2 hPa","0 mm","96 %",
"2024-06-26 02:29:56","26.2 ℃","88 %","64.5 °","1 m/s","1007 hPa","0 mm","96 %",
"2024-06-26 02:44:56","26.2 ℃","88 %","72.3 °","0.8 m/s","1006.8 hPa","0 mm","96 %",
"2024-06-26 02:59:56","26 ℃","88.5 %","82.6 °","1 m/s","1006.8 hPa","0 mm","96 %",
"2024-06-26 03:14:56","26 ℃","88.5 %","89.9 °","0.8 m/s","1006.7 hPa","0 mm","94 %",
"2024-06-26 03:29:56","26 ℃","88.5 %","105.3 °","0.7 m/s","1006.6 hPa","0 mm","94 %",
"2024-06-26 03:44:56","25.8 ℃","89 %","93.8 °","0.6 m/s","1006.5 hPa","0 mm","94 %",
"2024-06-26 03:59:56","25.7 ℃","89.5 %","149.5 °","0.2 m/s","1006.6 hPa","0 mm","94 %",
"2024-06-26 04:14:56","25.7 ℃","89.5 %","164.1 °","0.4 m/s","1006.8 hPa","0 mm","94 %",
"2024-06-26 04:29:56","25.5 ℃","90 %","146.2 °","0.6 m/s","1006.8 hPa","0 mm","92 %",
"2024-06-26 04:44:56","25.4 ℃","90.5 %","133.6 °","0.5 m/s","1006.8 hPa","0 mm","92 %",
"2024-06-26 04:59:56","25.2 ℃","91 %","158.7 °","0.5 m/s","1006.9 hPa","0 mm","92 %",
"2024-06-26 05:14:56","25.1 ℃","91.5 %","152.6 °","0.5 m/s","1007.1 hPa","0 mm","92 %",
"2024-06-26 05:29:56","25.1 ℃","92.5 %","260.9 °","0.4 m/s","1007.1 hPa","0 mm","92 %",
