Tiempo,Temperatura,Humedad,Dirección del viento,Velocidad del viento,Presión barométrica,Precipitación,Batería
"2025-01-25 19:21:40","18.6 ℃","78 %","58.9 °","1.5 m/s","1014.9 hPa","0 mm","100 %",
"2025-01-25 19:36:40","18.2 ℃","79.5 %","72.6 °","2.7 m/s","1015.1 hPa","0 mm","100 %",
"2025-01-25 19:51:40","17.9 ℃","80.5 %","46.1 °","1 m/s","1015.3 hPa","0 mm","100 %",
"2025-01-25 20:06:40","17.7 ℃","81.5 %","86.3 °","2.2 m/s","1015.6 hPa","0 mm","100 %",
"2025-01-25 20:21:40","17.4 ℃","82.5 %","95 °","0.4 m/s","1015.8 hPa","0 mm","100 %",
"2025-01-25 20:36:40","17.2 ℃","83.5 %","124.6 °","1.3 m/s","1016 hPa","0 mm","100 %",
"2025-01-25 20:51:40","17 ℃","84.5 %","110.7 °","1.1 m/s","1016.1 hPa","0 mm","100 %",
"2025-01-25 21:06:40","16.8 ℃","85.5 %","109.3 °","1.6 m/s","1016.4 hPa","0 mm","100 %",
"2025-01-25 21:21:40","16.7 ℃","85.5 %","85.1 °","1.8 m/s","1016.3 hPa","0 mm","100 %",
"2025-01-25 21:36:40","16.6 ℃","86 %","111.6 °","0.6 m/s","1016.3 hPa","0 mm","100 %",
"2025-01-25 21:51:40","16.5 ℃","86.5 %","86.4 °","1 m/s","1016.3 hPa","0 mm","100 %",
"2025-01-25 22:06:40","16.3 ℃","87 %","129.2 °","0.6 m/s","1016.6 hPa","0 mm","100 %",
"2025-01-25 22:21:40","16.2 ℃","87.5 %","101 °","0.6 m/s","1016.6 hPa","0 mm","100 %",
"2025-01-25 22:36:40","16.5 ℃","87.5 %","115.9 °","1.5 m/s","1016.8 hPa","0 mm","100 %",
"2025-01-25 22:51:40","17.2 ℃","85.5 %","131.6 °","1.5 m/s","1016.7 hPa","0 mm","98 %",
"2025-01-25 23:06:40","17.3 ℃","84 %","104.5 °","1.3 m/s","1016.7 hPa","0 mm","98 %",
"2025-01-25 23:21:40","17.2 ℃","85 %","146.5 °","0.7 m/s","1016.8 hPa","0 mm","98 %",
"2025-01-25 23:36:40","17.4 ℃","84.5 %","90.2 °","0.9 m/s","1016.9 hPa","0 mm","98 %",
"2025-01-25 23:51:40","17.6 ℃","84.5 %","38.4 °","0.2 m/s","1016.9 hPa","0 mm","97 %",
"2025-01-26 00:06:40","17.7 ℃","84.5 %","342.3 °","0.3 m/s","1017 hPa","0 mm","97 %",
"2025-01-26 00:21:40","17.8 ℃","84.5 %","70.7 °","0.5 m/s","1017 hPa","0 mm","97 %",
"2025-01-26 00:36:40","18 ℃","84.5 %","44.2 °","1.1 m/s","1017.2 hPa","0 mm","97 %",
"2025-01-26 00:51:40","18.1 ℃","84.5 %","87.8 °","0.8 m/s","1017.3 hPa","0 mm","96 %",
"2025-01-26 01:06:40","18.1 ℃","84 %","95.6 °","0.6 m/s","1017.5 hPa","0 mm","96 %",
"2025-01-26 01:21:40","17.9 ℃","85.5 %","186.8 °","0.9 m/s","1017.1 hPa","0 mm","96 %",
"2025-01-26 01:36:40","17.4 ℃","87.5 %","256.3 °","0.2 m/s","1017.5 hPa","0 mm","96 %",
"2025-01-26 01:51:40","17.3 ℃","88.5 %","187.8 °","0.7 m/s","1017.2 hPa","0 mm","96 %",
"2025-01-26 02:06:40","17.1 ℃","88.5 %","217.6 °","0.5 m/s","1017.1 hPa","0 mm","94 %",
"2025-01-26 02:21:40","17.1 ℃","89 %","285.9 °","0.2 m/s","1016.9 hPa","0 mm","94 %",
"2025-01-26 02:36:40","17.1 ℃","89 %","169.2 °","0.5 m/s","1016.7 hPa","0 mm","94 %",
"2025-01-26 02:51:40","17 ℃","89 %","140.6 °","0.3 m/s","1016.5 hPa","0 mm","94 %",
"2025-01-26 03:06:40","16.9 ℃","89.5 %","201.7 °","0.4 m/s","1016.3 hPa","0 mm","94 %",
"2025-01-26 03:21:40","16.8 ℃","90 %","197.4 °","0.4 m/s","1016.2 hPa","0 mm","93 %",
"2025-01-26 03:36:40","16.8 ℃","90.5 %","263.1 °","0.5 m/s","1016 hPa","0 mm","93 %",
"2025-01-26 03:51:40","16.8 ℃","90 %","24.8 °","0.8 m/s","1015.9 hPa","0 mm","93 %",
"2025-01-26 04:06:40","16.9 ℃","89 %","347.6 °","1.1 m/s","1015.8 hPa","0 mm","93 %",
"2025-01-26 04:21:40","17 ℃","88 %","338 °","1.1 m/s","1015.9 hPa","0 mm","91 %",
"2025-01-26 04:36:40","17 ℃","88 %","123.4 °","0.6 m/s","1015.7 hPa","0 mm","91 %",
"2025-01-26 04:51:40","17.1 ℃","88 %","126.2 °","0.5 m/s","1015.8 hPa","0 mm","91 %",
"2025-01-26 05:06:40","17.1 ℃","88.5 %","87.5 °","0.6 m/s","1015.9 hPa","0 mm","91 %",
"2025-01-26 05:21:40","17 ℃","88.5 %","130.1 °","0.3 m/s","1015.8 hPa","0 mm","90 %",
"2025-01-26 05:36:40","16.9 ℃","89 %","137.9 °","0.6 m/s","1015.9 hPa","0 mm","90 %",
"2025-01-26 05:51:40","16.9 ℃","89.5 %","147.2 °","0.4 m/s","1016.1 hPa","0 mm","90 %",
"2025-01-26 06:06:40","17 ℃","89.5 %","16.4 °","0.2 m/s","1016.4 hPa","0 mm","90 %",
"2025-01-26 06:21:40","16.9 ℃","89.5 %","157.1 °","0.5 m/s","1016.3 hPa","0 mm","90 %",
"2025-01-26 06:36:40","16.8 ℃","90 %","132.5 °","0.5 m/s","1016.3 hPa","0 mm","89 %",
"2025-01-26 06:51:40","16.8 ℃","90.5 %","33 °","0.2 m/s","1016.5 hPa","0 mm","89 %",
"2025-01-26 07:06:40","16.9 ℃","90.5 %","160.6 °","0.3 m/s","1016.6 hPa","0 mm","89 %",
"2025-01-26 07:21:40","17 ℃","90 %","120.2 °","0.5 m/s","1016.7 hPa","0 mm","89 %",
"2025-01-26 07:36:40","17.1 ℃","90 %","111.3 °","0.4 m/s","1016.7 hPa","0 mm","89 %",
"2025-01-26 07:51:42","17.1 ℃","89.5 %","166 °","0.8 m/s","1016.9 hPa","0 mm","87 %",
"2025-01-26 08:06:40","17.1 ℃","90 %","195 °","0.5 m/s","1017.1 hPa","0 mm","87 %",
"2025-01-26 08:21:40","17.4 ℃","90 %","202.5 °","0.3 m/s","1017.3 hPa","0 mm","87 %",
"2025-01-26 08:36:40","18 ℃","88 %","184.4 °","0.8 m/s","1017.6 hPa","0 mm","87 %",
"2025-01-26 08:51:40","18.7 ℃","86 %","103.1 °","0.6 m/s","1017.8 hPa","0 mm","92 %",
"2025-01-26 09:06:40","19.2 ℃","82.5 %","133.4 °","1 m/s","1017.8 hPa","0 mm","92 %",
"2025-01-26 09:21:40","20 ℃","80 %","137.9 °","0.9 m/s","1018 hPa","0 mm","92 %",
"2025-01-26 09:36:40","20.6 ℃","78.5 %","335 °","0.3 m/s","1018.2 hPa","0 mm","92 %",
"2025-01-26 09:51:40","21 ℃","75.5 %","194.1 °","1 m/s","1018.1 hPa","0 mm","100 %",
"2025-01-26 10:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 10:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 10:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 10:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 11:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 11:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 11:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 11:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 12:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 12:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 12:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 12:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 13:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 13:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 13:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 13:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 14:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 14:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 14:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 14:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 15:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 15:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 15:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 15:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 16:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 16:21:40","26.4 ℃","58 %","125.4 °","5.4 m/s","1012.2 hPa","0 mm","100 %",
"2025-01-26 16:36:40","26.1 ℃","59.5 %","100.8 °","2.9 m/s","1012.2 hPa","0 mm","100 %",
"2025-01-26 16:51:40","26 ℃","60 %","80.3 °","2.1 m/s","1012.3 hPa","0 mm","100 %",
"2025-01-26 17:06:40","25.4 ℃","62 %","97.4 °","2.1 m/s","1012.3 hPa","0 mm","100 %",
"2025-01-26 17:21:40","25.1 ℃","62.5 %","92 °","2.9 m/s","1012.5 hPa","0 mm","100 %",
"2025-01-26 17:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 17:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 18:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 18:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 18:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 18:51:40"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-26 19:06:40","20.9 ℃","80 %","77.6 °","1.2 m/s","1013.3 hPa","0 mm","100 %",
"2025-01-26 19:21:40","20.6 ℃","81.5 %","74.2 °","2.1 m/s","1013.4 hPa","0 mm","100 %",
"2025-01-26 19:36:40","20.4 ℃","82.5 %","71 °","2.2 m/s","1013.6 hPa","0 mm","100 %",
"2025-01-26 19:51:40","20.1 ℃","83 %","78.3 °","0.9 m/s","1013.8 hPa","0 mm","100 %",
"2025-01-26 20:06:40","19.9 ℃","83.5 %","61.3 °","1.1 m/s","1014 hPa","0 mm","100 %",
"2025-01-26 20:21:40","19.8 ℃","84 %","86.2 °","0.9 m/s","1014.2 hPa","0 mm","100 %",
"2025-01-26 20:36:40","19.7 ℃","84 %","73.6 °","2.4 m/s","1014.2 hPa","0 mm","100 %",
"2025-01-26 20:51:40","19.6 ℃","84 %","80 °","1.4 m/s","1014.4 hPa","0 mm","100 %",
"2025-01-26 21:06:40","19.5 ℃","84 %","95.3 °","1.9 m/s","1014.4 hPa","0 mm","100 %",
"2025-01-26 21:21:40","19.2 ℃","85 %","3.1 °","0.7 m/s","1014.4 hPa","0 mm","100 %",
"2025-01-26 21:36:40","19 ℃","85.5 %","67.9 °","1.7 m/s","1014.4 hPa","0 mm","100 %",
"2025-01-26 21:51:40","18.8 ℃","86.5 %","68.8 °","2.5 m/s","1014.6 hPa","0 mm","100 %",
"2025-01-26 22:06:40","18.5 ℃","87.5 %","82.8 °","1 m/s","1014.7 hPa","0 mm","100 %",
"2025-01-26 22:21:40","18.4 ℃","88 %","80 °","0.7 m/s","1014.8 hPa","0 mm","100 %",
"2025-01-26 22:36:40","18.2 ℃","88.5 %","75.5 °","0.7 m/s","1015 hPa","0 mm","99 %",
"2025-01-26 22:51:40","18.4 ℃","89 %","85.3 °","0.7 m/s","1015.2 hPa","0 mm","99 %",
"2025-01-26 23:06:40","18.8 ℃","88 %","45.9 °","0.6 m/s","1015.2 hPa","0 mm","99 %",
"2025-01-26 23:21:40","19 ℃","87 %","12.7 °","0.4 m/s","1015.2 hPa","0 mm","99 %",
"2025-01-26 23:36:40","19.1 ℃","86.5 %","54.8 °","0.2 m/s","1015.2 hPa","0 mm","99 %",
"2025-01-26 23:51:40","19.1 ℃","86.5 %","77.4 °","1.3 m/s","1015.2 hPa","0 mm","97 %",
"2025-01-27 00:06:40","19.2 ℃","86.5 %","61.1 °","0.3 m/s","1015.1 hPa","0 mm","97 %",
"2025-01-27 00:21:40","19.3 ℃","86 %","82.7 °","0.4 m/s","1015 hPa","0 mm","97 %",
"2025-01-27 00:36:40","19.4 ℃","85.5 %","90.4 °","1 m/s","1014.8 hPa","0 mm","97 %",
"2025-01-27 00:51:40","19.3 ℃","86 %","96.2 °","0.1 m/s","1014.9 hPa","0 mm","97 %",
"2025-01-27 01:06:40","19.2 ℃","87 %","329.6 °","0.1 m/s","1015.1 hPa","0 mm","96 %",
"2025-01-27 01:21:40","18.8 ℃","88 %","280.7 °","0.9 m/s","1015.1 hPa","0 mm","96 %",
"2025-01-27 01:36:40","18.5 ℃","89.5 %","257 °","0.6 m/s","1015 hPa","0 mm","96 %",
"2025-01-27 01:51:40","18.3 ℃","90.5 %","112.8 °","0.3 m/s","1015 hPa","0 mm","96 %",
"2025-01-27 02:06:40","18.2 ℃","91 %","100.8 °","0.4 m/s","1014.8 hPa","0 mm","96 %",
"2025-01-27 02:21:40","18.3 ℃","91 %","89.2 °","0.5 m/s","1014.7 hPa","0 mm","94 %",
"2025-01-27 02:36:40","18.4 ℃","91 %","1.5 °","0.2 m/s","1014.5 hPa","0 mm","94 %",
"2025-01-27 02:51:42","18.4 ℃","91.5 %","79.1 °","0.6 m/s","1014.4 hPa","0 mm","94 %",
"2025-01-27 03:06:40","18.4 ℃","91 %","283.4 °","0.5 m/s","1014.2 hPa","0 mm","94 %",
"2025-01-27 03:21:40","18.3 ℃","91 %","269.7 °","0.1 m/s","1014 hPa","0 mm","93 %",
"2025-01-27 03:36:40","18 ℃","91.5 %","202.7 °","0.2 m/s","1014.1 hPa","0 mm","93 %",
"2025-01-27 03:51:40","18 ℃","92 %","109.7 °","0.7 m/s","1014.1 hPa","0 mm","93 %",
"2025-01-27 04:06:40","18.1 ℃","92 %","124.5 °","0.6 m/s","1014 hPa","0 mm","93 %",
"2025-01-27 04:21:40","17.9 ℃","92 %","186.8 °","0.7 m/s","1014 hPa","0 mm","91 %",
"2025-01-27 04:36:40","17.8 ℃","92 %","185.3 °","1 m/s","1014 hPa","0 mm","91 %",
"2025-01-27 04:51:40","17.8 ℃","92 %","172.6 °","1 m/s","1014 hPa","0 mm","91 %",
"2025-01-27 05:06:40","17.9 ℃","92.5 %","159 °","0.5 m/s","1013.9 hPa","0 mm","91 %",
"2025-01-27 05:21:40","18 ℃","92.5 %","97.7 °","0.2 m/s","1013.9 hPa","0 mm","91 %",
"2025-01-27 05:36:40","18.1 ℃","92.5 %","95 °","0.5 m/s","1014 hPa","0 mm","90 %",
"2025-01-27 05:51:40","18.2 ℃","92.5 %","95.7 °","0.5 m/s","1014 hPa","0 mm","90 %",
"2025-01-27 06:06:40","18.3 ℃","92.5 %","111.9 °","0.6 m/s","1014.2 hPa","0 mm","90 %",
"2025-01-27 06:21:40","18.2 ℃","92 %","104.9 °","0.3 m/s","1014.2 hPa","0 mm","90 %",
"2025-01-27 06:36:40","18.2 ℃","92 %","188.1 °","0.3 m/s","1014.2 hPa","0 mm","90 %",
"2025-01-27 06:51:40","18 ℃","92 %","216.1 °","0.2 m/s","1014.4 hPa","0 mm","88 %",
"2025-01-27 07:06:40","17.9 ℃","92.5 %","306.8 °","0.2 m/s","1014.2 hPa","0 mm","88 %",
"2025-01-27 07:21:40","17.8 ℃","92.5 %","304.4 °","0.2 m/s","1014.4 hPa","0 mm","88 %",
"2025-01-27 07:36:40","17.9 ℃","92.5 %","105.4 °","0.8 m/s","1014.7 hPa","0 mm","88 %",
"2025-01-27 07:51:40","18.2 ℃","92.5 %","80 °","1 m/s","1015.1 hPa","0.01 mm","87 %",
"2025-01-27 08:06:40","18.5 ℃","92 %","78.5 °","0.6 m/s","1015.3 hPa","0.01 mm","87 %",
"2025-01-27 08:21:40","18.8 ℃","91.5 %","78.5 °","0.9 m/s","1015.6 hPa","0.01 mm","87 %",
"2025-01-27 08:36:40","19.1 ℃","90 %","124.4 °","2.1 m/s","1015.8 hPa","0.01 mm","87 %",
"2025-01-27 08:51:40","19.4 ℃","88.5 %","134.1 °","1 m/s","1016 hPa","0.01 mm","87 %",
"2025-01-27 09:06:40","19.7 ℃","86.5 %","144.5 °","1.3 m/s","1016.1 hPa","0.01 mm","90 %",
"2025-01-27 09:21:40","20.3 ℃","84 %","147.9 °","1.4 m/s","1016.2 hPa","0.01 mm","90 %",
"2025-01-27 09:36:40","20.8 ℃","82.5 %","130.8 °","1 m/s","1016.3 hPa","0.01 mm","90 %",
"2025-01-27 09:51:40","21.4 ℃","79.5 %","132.2 °","1.2 m/s","1016.3 hPa","0.01 mm","90 %",
"2025-01-27 10:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 10:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 10:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 10:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 11:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 11:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 11:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 11:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 12:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 12:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 12:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 12:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 13:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 13:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 13:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 13:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 14:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 14:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 14:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 14:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 15:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 15:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 15:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 15:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 16:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 16:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 16:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 16:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 17:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 17:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 17:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 17:51:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 18:06:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 18:21:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 18:36:44"," -","127.5 %","6553.5 °","6553.5 m/s","6553.5 hPa","655.35 mm","100 %",
"2025-01-27 18:51:40","22.4 ℃","80.5 %","84.1 °","2.2 m/s","1013 hPa","0 mm","100 %",
"2025-01-27 19:06:40","22.2 ℃","81.5 %","55.5 °","1.4 m/s","1013 hPa","0 mm","100 %",
"2025-01-27 19:21:40","21.9 ℃","82.5 %","78.6 °","1.3 m/s","1013.3 hPa","0 mm","100 %",
"2025-01-27 19:36:39","21.6 ℃","83.5 %","93.8 °","0.8 m/s","1013.5 hPa","0 mm","100 %",
"2025-01-27 19:51:39","21.3 ℃","84 %","64.7 °","1.7 m/s","1013.5 hPa","0 mm","100 %",
"2025-01-27 20:06:40","21.2 ℃","84.5 %","63.3 °","2 m/s","1013.7 hPa","0 mm","100 %",
"2025-01-27 20:21:40","20.9 ℃","85.5 %","84.4 °","1.4 m/s","1014 hPa","0 mm","100 %",
"2025-01-27 20:36:39","20.7 ℃","86 %","90.2 °","1.2 m/s","1014.3 hPa","0 mm","100 %",
"2025-01-27 20:51:39","20.5 ℃","87 %","84 °","1.2 m/s","1014.5 hPa","0 mm","100 %",
"2025-01-27 21:06:40","20.4 ℃","87 %","78.5 °","1.1 m/s","1014.5 hPa","0 mm","100 %",
"2025-01-27 21:21:40","20.3 ℃","87.5 %","91.8 °","1.4 m/s","1014.6 hPa","0 mm","100 %",
"2025-01-27 21:36:39","20.1 ℃","88 %","96.9 °","0.8 m/s","1014.7 hPa","0 mm","100 %",
"2025-01-27 21:51:39","19.8 ℃","89 %","94.8 °","0.8 m/s","1014.8 hPa","0 mm","100 %",
"2025-01-27 22:06:39","19.6 ℃","90 %","53.8 °","0.9 m/s","1014.9 hPa","0 mm","100 %",
"2025-01-27 22:21:39","19.4 ℃","90.5 %","251.2 °","0.3 m/s","1015.1 hPa","0 mm","99 %",
"2025-01-27 22:36:39","19.3 ℃","91 %","99.7 °","0.7 m/s","1015.1 hPa","0 mm","99 %",
"2025-01-27 22:51:39","19.1 ℃","91.5 %","89.3 °","0.5 m/s","1015.1 hPa","0 mm","99 %",
"2025-01-27 23:06:39","18.9 ℃","91.5 %","238.7 °","0.1 m/s","1015 hPa","0 mm","99 %",
"2025-01-27 23:21:40","18.4 ℃","92 %","135.2 °","0.5 m/s","1014.9 hPa","0 mm","97 %",
"2025-01-27 23:36:39","18.5 ℃","92.5 %","357.8 °","0.2 m/s","1014.9 hPa","0 mm","97 %",
"2025-01-27 23:51:39","18.4 ℃","92.5 %","208.2 °","0.8 m/s","1015 hPa","0 mm","97 %",
"2025-01-28 00:06:39","18.2 ℃","93 %","92.9 °","0.5 m/s","1014.8 hPa","0 mm","97 %",
"2025-01-28 00:21:39","18.3 ℃","93 %","95.4 °","0.6 m/s","1014.7 hPa","0 mm","96 %",
"2025-01-28 00:36:39","17.5 ℃","92.5 %","299.6 °","1 m/s","1014.5 hPa","0 mm","96 %",
"2025-01-28 00:51:39","17.3 ℃","93 %","303 °","1.2 m/s","1014.4 hPa","0 mm","96 %",
"2025-01-28 01:06:39","17.7 ℃","93.5 %","61.1 °","0.8 m/s","1014.4 hPa","0 mm","96 %",
"2025-01-28 01:21:39","18 ℃","93.5 %","53.6 °","0.6 m/s","1014.4 hPa","0 mm","96 %",
"2025-01-28 01:36:39","17.9 ℃","93.5 %","58.9 °","0.3 m/s","1014.3 hPa","0 mm","94 %",
"2025-01-28 01:51:39","17.8 ℃","94 %","342.7 °","0.1 m/s","1014.2 hPa","0 mm","94 %",
"2025-01-28 02:06:39","17.8 ℃","93.5 %","47.1 °","0.2 m/s","1014.1 hPa","0 mm","94 %",
"2025-01-28 02:21:39","17.7 ℃","93.5 %","78.3 °","0.5 m/s","1013.9 hPa","0 mm","94 %",
"2025-01-28 02:36:42","17.8 ℃","94 %","89 °","0.6 m/s","1013.9 hPa","0 mm","93 %",
"2025-01-28 02:51:39","17.7 ℃","94 %","93.2 °","0.6 m/s","1013.6 hPa","0 mm","93 %",
"2025-01-28 03:06:39","17.9 ℃","94 %","89.7 °","0.6 m/s","1013.4 hPa","0 mm","93 %",
"2025-01-28 03:21:39","17.7 ℃","94 %","91.1 °","0.6 m/s","1013.2 hPa","0 mm","93 %",
"2025-01-28 03:36:39","17.6 ℃","94 %","84.8 °","0.6 m/s","1013.2 hPa","0 mm","93 %",
"2025-01-28 03:51:39","17.7 ℃","94 %","88.9 °","0.6 m/s","1013.2 hPa","0 mm","92 %",
"2025-01-28 04:06:39","17.6 ℃","94 %","94.9 °","0.5 m/s","1013 hPa","0 mm","92 %",
"2025-01-28 04:21:39","17.6 ℃","94.5 %","84.7 °","0.5 m/s","1013 hPa","0 mm","92 %",
"2025-01-28 04:36:39","17.6 ℃","94.5 %","75.9 °","0.6 m/s","1012.9 hPa","0 mm","92 %",
"2025-01-28 04:51:39","17.6 ℃","94.5 %","93.1 °","0.5 m/s","1012.9 hPa","0 mm","92 %",
"2025-01-28 05:06:39","17.4 ℃","94 %","211.6 °","0.2 m/s","1012.8 hPa","0 mm","90 %",
"2025-01-28 05:21:39","16.4 ℃","94 %","177.3 °","0.3 m/s","1012.7 hPa","0 mm","90 %",
"2025-01-28 05:36:40","16 ℃","94.5 %","145.4 °","0.6 m/s","1012.4 hPa","0 mm","90 %",
